shot_id,shot_made_flag
1,0.49
8,0.39
17,0.55
20,0.49
33,0.5
34,0.56
35,0.54
36,0.5
37,0.58
38,0.43
45,0.37
50,0.31
55,0.46
60,0.41
66,0.29
67,0.28
71,0.41
80,0.18
85,0.18
86,0.75
95,0.69
104,0.39
113,0.46
123,0.42
126,0.83
133,0.37
141,0.38
144,0.55
150,0.3
152,0.49
153,0.3
156,0.51
159,0.92
165,0.7
172,0.46
182,0.82
192,0.53
193,0.31
196,0.45
202,0.23
210,0.3
211,0.52
228,0.78
257,0.53
260,0.57
264,0.38
267,0.84
279,0.84
282,0.63
293,0.3
299,0.81
300,0.77
301,0.79
317,0.49
327,0.51
328,0.27
335,0.56
346,0.61
348,0.29
365,0.45
390,0.6
391,0.54
392,0.75
397,0.57
418,0.55
428,0.52
434,0.72
439,0.69
440,0.47
456,0.39
459,0.28
472,0.4
480,0.3
491,0.42
497,0.54
509,0.54
511,0.56
523,0.32
533,0.59
544,0.43
546,0.53
555,0.75
558,0.36
560,0.34
573,0.4
591,0.48
596,0.42
597,0.47
601,0.59
605,0.46
617,0.34
628,0.29
634,0.52
646,0.28
649,0.65
651,0.6
654,0.84
656,0.52
657,0.53
669,0.36
670,0.91
693,0.76
694,0.48
699,0.43
711,0.49
718,0.45
722,0.34
723,0.29
725,0.82
734,0.43
735,0.66
737,0.46
746,0.34
747,0.58
766,0.35
767,0.57
771,0.28
773,0.24
774,0.36
783,0.36
784,0.4
789,0.3
792,0.41
804,0.24
809,0.51
812,0.23
813,0.42
817,0.42
820,0.34
825,0.49
826,0.43
829,0.5
855,0.35
859,0.78
862,0.31
870,0.14
876,0.44
880,0.37
886,0.97
889,0.81
891,0.53
897,1.0
902,0.26
903,0.36
908,0.36
909,0.57
920,0.3
922,0.41
924,0.63
932,0.46
934,0.33
937,0.45
941,0.43
943,0.44
950,0.42
952,0.31
954,0.88
963,0.43
975,0.44
979,0.51
981,0.42
983,0.2
985,0.46
989,0.54
995,0.36
998,0.24
1008,0.17
1019,0.74
1023,0.56
1026,0.37
1029,0.65
1034,0.84
1036,0.71
1038,0.26
1039,0.32
1051,0.65
1052,0.19
1066,0.32
1087,0.38
1092,0.36
1094,0.76
1098,0.45
1099,0.53
1102,0.37
1118,0.44
1131,0.34
1133,0.62
1135,0.91
1138,0.43
1139,0.83
1142,0.43
1151,0.35
1152,0.36
1155,0.57
1165,0.49
1167,0.73
1172,0.37
1174,0.78
1180,0.38
1200,0.55
1202,0.47
1227,0.57
1228,0.76
1229,0.27
1237,0.73
1241,0.51
1256,0.15
1279,0.36
1293,0.21
1295,0.32
1319,0.87
1320,0.4
1321,0.89
1322,0.85
1334,0.16
1351,0.77
1373,0.49
1375,0.33
1380,0.48
1382,0.71
1385,0.58
1399,0.34
1403,0.38
1428,0.14
1434,0.39
1444,0.83
1448,0.27
1466,0.87
1476,0.41
1478,0.52
1485,0.47
1491,0.57
1494,0.65
1500,0.4
1501,0.67
1503,0.37
1519,0.69
1524,0.33
1529,0.82
1533,0.68
1538,1.0
1539,0.46
1546,0.37
1555,0.34
1559,0.36
1563,0.83
1565,0.69
1574,0.41
1591,0.37
1594,0.19
1605,0.24
1611,0.62
1614,0.41
1620,0.62
1626,0.3
1630,0.43
1632,0.3
1634,0.32
1643,0.31
1651,0.32
1655,0.42
1658,0.23
1659,0.46
1665,0.25
1675,0.36
1680,0.83
1690,0.54
1696,0.39
1714,0.3
1721,0.53
1726,0.48
1728,0.28
1734,0.36
1735,0.36
1740,0.46
1744,0.82
1747,0.44
1752,0.21
1763,0.65
1765,0.69
1769,0.34
1785,0.81
1787,0.4
1788,0.6
1793,0.38
1800,0.42
1825,0.37
1826,0.87
1834,0.34
1843,0.33
1844,0.34
1848,0.29
1849,0.35
1860,0.32
1863,0.32
1875,0.77
1883,0.44
1890,0.31
1892,0.31
1893,0.52
1897,0.41
1905,0.56
1908,0.55
1931,0.42
1940,0.76
1943,0.33
1947,0.18
1965,0.62
1967,0.25
1968,0.41
1972,0.87
1982,0.29
1985,0.28
2005,0.83
2010,0.79
2021,0.45
2024,0.66
2036,0.31
2043,0.77
2047,0.69
2049,0.5
2055,0.27
2065,0.64
2066,0.29
2070,0.24
2077,0.85
2085,0.77
2095,0.64
2097,0.76
2108,0.43
2112,0.72
2113,0.59
2122,0.12
2139,0.53
2144,0.61
2146,0.2
2148,0.19
2149,0.68
2157,0.29
2159,0.32
2168,0.33
2176,0.42
2178,0.56
2181,0.26
2187,0.55
2188,0.3
