shot_id,shot_made_flag
1,0.32445008081
8,0.395012632743
17,0.582962217686
20,0.678092111542
33,0.310815855699
34,0.444706329019
35,0.438927910078
36,0.45108865489
37,0.700846383369
38,0.389858652916
45,0.379982640757
50,0.333104391727
55,0.352855832773
60,0.35132790915
66,0.281941170004
67,0.234872390425
71,0.41660209301
80,0.213574451098
85,0.225641082895
86,0.656118377978
95,0.694261331629
104,0.414288084004
113,0.399242702211
123,0.340254709656
126,0.760465967963
133,0.55766965886
141,0.303203962848
144,0.497370874698
150,0.604757843851
152,0.429348998356
153,0.653043358077
156,0.415106534636
159,0.911402501885
165,0.778971367294
172,0.456559437778
182,0.854813713196
192,0.456610145702
193,0.632756646321
196,0.386695336688
202,0.303541113605
210,0.311370347401
211,0.432132215688
228,0.837670489891
257,0.461675723541
260,0.47428466549
264,0.421244034997
267,0.746918758325
279,0.902695555134
282,0.489374523101
293,0.340887006829
299,0.767326886702
300,0.668342333521
301,0.724867502908
317,0.395300220861
327,0.393534306629
328,0.291486340827
335,0.442478668419
346,0.726103049951
348,0.302256828761
365,0.413656936809
390,0.692569431297
391,0.683065219975
392,0.754625837144
397,0.420584752314
418,0.420383402421
428,0.309322708547
434,0.688981837887
439,0.482507038806
440,0.426052072706
456,0.505544980754
459,0.303234034039
472,0.43146791481
480,0.310941779625
491,0.405317432866
497,0.429100122519
509,0.440341469677
511,0.467541049735
523,0.283125010713
533,0.464211552445
544,0.405842916093
546,0.419692141142
555,0.712359271089
558,0.345086924345
560,0.394113877505
573,0.338645564263
591,0.442708821748
596,0.370331302556
597,0.405665189648
601,0.622682457579
605,0.469271463542
617,0.378632564658
628,0.290397388906
634,0.418353163261
646,0.325016761117
649,0.457512346096
651,0.72195152847
654,0.806214206485
656,0.420465730317
657,0.491719005515
669,0.360892715908
670,0.903179263511
693,0.695822635995
694,0.389916813141
699,0.418182097823
711,0.390523716
718,0.376347056773
722,0.372472040419
723,0.415662485966
725,0.764946749481
734,0.36712570806
735,0.472528853792
737,0.708576355995
746,0.334622653435
747,0.671715869267
766,0.33710118165
767,0.396523132792
771,0.290129465107
773,0.271912145423
774,0.417646118148
783,0.304067797646
784,0.389619034022
789,0.321374426415
792,0.427952231052
804,0.315371341022
809,0.403038485551
812,0.300992595396
813,0.437937172034
817,0.333227132223
820,0.324847582968
825,0.409938119024
826,0.352895037425
829,0.481106830695
855,0.448505313909
859,0.715991473992
862,0.420480309787
870,0.353872068105
876,0.390412385769
880,0.416856602888
886,0.936813590949
889,0.797886527166
891,0.421034503342
897,0.932240223128
902,0.33756473406
903,0.364319493684
908,0.365798255096
909,0.45120387159
920,0.392512989725
922,0.422691912002
924,0.648968351746
932,0.413418032587
934,0.361479882448
937,0.374721875281
941,0.328332998266
943,0.333616324499
950,0.449444890489
952,0.32738251845
954,0.879696180685
963,0.374351027965
975,0.377724736282
979,0.413124858579
981,0.393984031835
983,0.255541261236
985,0.468507112906
989,0.42891468126
995,0.426919224732
998,0.371921844208
1008,0.264329628502
1019,0.703891521519
1023,0.444477440478
1026,0.365113776379
1029,0.646618119621
1034,0.804951811349
1036,0.661127051749
1038,0.32102591047
1039,0.564252749074
1051,0.461080800439
1052,0.286814230604
1066,0.34047810539
1087,0.290927594661
1092,0.276878866277
1094,0.800397270881
1098,0.407189415947
1099,0.431720879992
1102,0.385553172538
1118,0.418441036205
1131,0.314108123232
1133,0.719415221353
1135,0.888979378588
1138,0.42419103246
1139,0.802861770601
1142,0.432734512358
1151,0.34987428824
1152,0.392721257013
1155,0.672886623262
1165,0.361057271906
1167,0.841816136329
1172,0.391704450323
1174,0.784737929167
1180,0.419695338516
1200,0.411970061477
1202,0.427041002997
1227,0.651650096635
1228,0.68637320735
1229,0.318738652437
1237,0.48499137462
1241,0.439654003408
1256,0.254514707684
1279,0.37886438522
1293,0.262431041236
1295,0.314918547386
1319,0.766195362
1320,0.387101730908
1321,0.808526658773
1322,0.710029920804
1334,0.212196626081
1351,0.718851607536
1373,0.476512511236
1375,0.314897479483
1380,0.406887797927
1382,0.705244514118
1385,0.449762341536
1399,0.332675353308
1403,0.808317873922
1428,0.248478494397
1434,0.371452272178
1444,0.883307239658
1448,0.347859808909
1466,0.811979077944
1476,0.376040951363
1478,0.407954229575
1485,0.372459988244
1491,0.640087409578
1494,0.632619177793
1500,0.417549804648
1501,0.685848041367
1503,0.404131637402
1519,0.73312641595
1524,0.386655935851
1529,0.723538902699
1533,0.688806020688
1538,0.937685796773
1539,0.407068333864
1546,0.407011869519
1555,0.317301211172
1559,0.394889206018
1563,0.707046585957
1565,0.728612421679
1574,0.374628064627
1591,0.348403011626
1594,0.263915369881
1605,0.266227517416
1611,0.434823763422
1614,0.381670893327
1620,0.435938564742
1626,0.293007563554
1630,0.431221231474
1632,0.372222383933
1634,0.381399397149
1643,0.300923046566
1651,0.397995520983
1655,0.404128141553
1658,0.265905391845
1659,0.425388628998
1665,0.382720947829
1675,0.351650500034
1680,0.827291737996
1690,0.405522518801
1696,0.294379627381
1714,0.397680005242
1721,0.465342293121
1726,0.432929695843
1728,0.385486868744
1734,0.400005642885
1735,0.358897804438
1740,0.366492559911
1744,0.778356265321
1747,0.430265857177
1752,0.294146190662
1763,0.734611003968
1765,0.698285777891
1769,0.360707534618
1785,0.708604208419
1787,0.350510192203
1788,0.405099954016
1793,0.337176239064
1800,0.377869925682
1825,0.39162937528
1826,0.750650656508
1834,0.350838216605
1843,0.324336940006
1844,0.324557603019
1848,0.31994910397
1849,0.377353865892
1860,0.374009914664
1863,0.374372968763
1875,0.680902763192
1883,0.400221214694
1890,0.394375144596
1892,0.361360448384
1893,0.421446718033
1897,0.365650907536
1905,0.432780326459
1908,0.674667992419
1931,0.317135324809
1940,0.800779042262
1943,0.35556805073
1947,0.17100238257
1965,0.70339506881
1967,0.383612932694
1968,0.412398347122
1972,0.749743961848
1982,0.290017132161
1985,0.300782046499
2005,0.774210949685
2010,0.766278646577
2021,0.405603666547
2024,0.735318894853
2036,0.359770970681
2043,0.702792657862
2047,0.647676132468
2049,0.410964188103
2055,0.264804207644
2065,0.428856318643
2066,0.317322893693
2070,0.274595086614
2077,0.901923943341
2085,0.736783677672
2095,0.643316664883
2097,0.698513996138
2108,0.376706951003
2112,0.687456077739
2113,0.694291920177
2122,0.198192788825
2139,0.457352542177
2144,0.693361576801
2146,0.277968382336
2148,0.236262535741
2149,0.71250912666
2157,0.360561246633
2159,0.347794440703
2168,0.397700665855
2176,0.329714252814
2178,0.689991513978
2181,0.250119025597
2187,0.688127746781
2188,0.3037783441
2190,0.282399636157
2194,0.366028508704
2197,0.28539062302
2214,0.321239614851
2217,0.189564415111
2222,0.430029116562
2223,0.305667960319
2226,0.32761749773
2230,0.640281396623
2240,0.373715707191
2247,0.333790872933
2250,0.358716770134
2259,0.653478705788
2262,0.436187336571
2266,0.382734265871
2305,0.31600218463
2310,0.344284886651
2313,0.387637016441
2319,0.758240949238
2320,0.692327477782
2345,0.303760458217
2350,0.708689532074
2356,0.424131241028
2360,0.663907206877
2370,0.404072659037
2386,0.343374513152
2398,0.348056406471
2414,0.700762885857
2435,0.717449424194
2439,0.349637560651
2446,0.721815451634
2458,0.282135766392
2465,0.277072323477
2466,0.380066113857
2470,0.303816253093
2495,0.701685537562
2501,0.300502877052
2507,0.268973966216
2533,0.180917941533
2537,0.413064287471
2538,0.253604012722
2541,0.27537506279
2542,0.715005719892
2544,0.714352951045
2554,0.216612489683
2555,0.189868156333
2565,0.420214905547
2575,0.706559637005
2586,0.412811877694
2588,0.421791397052
2594,0.69886339691
2617,0.354951107446
2618,0.279999013916
2623,0.914695847279
2631,0.418660634641
2640,0.246590311375
2642,0.741146639345
2647,0.462263421447
2663,0.433220055048
2664,0.325730908518
2676,0.403801933319
2680,0.906234962329
2681,0.400212877854
2691,0.347955644167
2693,0.416133015526
2695,0.409573245802
2704,0.261239898847
2708,0.355141124424
2709,0.89960662271
2717,0.728239114843
2722,0.388455372567
2728,0.381858834203
2732,0.70395730792
2743,0.31532381354
2752,0.349167541052
2757,0.694070040611
2761,0.358504296366
2769,0.236030281312
2771,0.308414991367
2774,0.352879443586
2776,0.344594577019
2781,0.319574777301
2793,0.318357120183
2799,0.350674194578
2803,0.297953878098
2811,0.348236983818
2818,0.335435994265
2824,0.437208447785
2828,0.719755720206
2829,0.362296337557
2830,0.38815842779
2842,0.70126934782
2847,0.710617406043
2848,0.327510651657
2868,0.34680940261
2870,0.290788525593
2885,0.22841851542
2886,0.360464452999
2889,0.663839978259
2903,0.415030231402
2904,0.698808663507
2918,0.762207606746
2919,0.342352655945
2922,0.391157917864
2923,0.334606039067
2931,0.32375374795
2945,0.441023999751
2955,0.420179813084
2957,0.687285603357
2960,0.708827340679
2963,0.3330901059
2966,0.795543568765
2972,0.75015160593
2974,0.318296596989
2982,0.26151589887
2984,0.694102243593
3016,0.346567483324
3021,0.332923533749
3023,0.740776124435
3025,0.378029531992
3029,0.311180787472
3034,0.651527104071
3038,0.345246604707
3040,0.52023690205
3051,0.738592822391
3062,0.289252245833
3069,0.353248283824
3071,0.27966793728
3076,0.891087582765
3079,0.290766011011
3081,0.305418431972
3082,0.386185251611
3084,0.804411030862
3098,0.341612392146
3104,0.399169654512
3105,0.407282317139
3114,0.722516574826
3118,0.41637164722
3122,0.31422054862
3132,0.244019504975
3138,0.441160156468
3141,0.379702926573
3156,0.684405828753
3162,0.694311570313
3167,0.366803353211
3170,0.336956689469
3171,0.255971322454
3172,0.338480447461
3176,0.921458102476
3180,0.421467768299
3189,0.30431427285
3198,0.344011617586
3206,0.459629590424
3215,0.335026471512
3222,0.727666995525
3228,0.33354866543
3229,0.300468758745
3232,0.293688863409
3233,0.220706189222
3238,0.338817091438
3256,0.416528085726
3264,0.572560780621
3273,0.381139594212
3275,0.654870057952
3285,0.433129044933
3289,0.26280681554
3294,0.294264491886
3306,0.410422609681
3311,0.704971333128
3318,0.378108392844
3322,0.593455072386
3324,0.36896196816
3334,0.654745614485
3341,0.415372577566
3345,0.275933510074
3346,0.895232780592
3352,0.275225834784
3368,0.302876222291
3371,0.14165103029
3372,0.403958662085
3375,0.406888408803
3384,0.331019915135
3387,0.278264533214
3393,0.385900709474
3406,0.416862015633
3411,0.657983825213
3412,0.598771918522
3414,0.584179085522
3417,0.656565406287
3420,0.724214472622
3423,0.772821334507
3436,0.317765583302
3438,0.719972026049
3442,0.25935309328
3443,0.353064544643
3451,0.241957472026
3461,0.423562796144
3489,0.237799020793
3491,0.508413445799
3510,0.687718101712
3515,0.582336390085
3527,0.392733324733
3530,0.325151149087
3540,0.315377055663
3582,0.22771764786
3604,0.340618493219
3605,0.311916772023
3609,0.327774633976
3624,0.206576425881
3628,0.759072365799
3630,0.249127738732
3641,0.256093815942
3642,0.272051958159
3648,0.353147510367
3650,0.899319122263
3652,0.872146595714
3660,0.391599813736
3664,0.249147594242
3670,0.326313401948
3672,0.361123368272
3680,0.390677007955
3682,0.903147588459
3685,0.738373645012
3686,0.321904033871
3689,0.35902497538
3705,0.363843993648
3712,0.291763340346
3713,0.35147254149
3719,0.257148699521
3721,0.329690974535
3723,0.699687834399
3724,0.232311842106
3727,0.261901608308
3733,0.55073321435
3734,0.404999149164
3742,0.362814477242
3770,0.220468459565
3777,0.303207576858
3778,0.290072130902
3780,0.394528788381
3783,0.421254765074
3784,0.380244613645
3788,0.355115088836
3790,0.371823920764
3794,0.348643987613
3795,0.399102005736
3796,0.434186066374
3801,0.621236702695
3806,0.403848300409
3813,0.427381194763
3814,0.399381194763
3818,0.315448601738
3824,0.403053157263
3836,0.367057862936
3853,0.453798634011
3855,0.35665865698
3858,0.356767292429
3861,0.701986761075
3866,0.2954525126
3870,0.386986702508
3874,0.905272963386
3876,0.25238956843
3878,0.259786318463
3890,0.417489354322
3900,0.921377046937
3904,0.337469021342
3906,0.359172140646
3907,0.373411377327
3908,0.363562151948
3912,0.324132575235
3918,0.929982393989
3923,0.938182170536
3924,0.44491174907
3925,0.275743126107
3927,0.6789994348
3955,0.917940223285
3964,0.342441297415
3969,0.249577273395
3974,0.696075952452
3976,0.335961884567
3984,0.291369979107
3991,0.399498833879
3993,0.930584533257
4009,0.382362016073
4011,0.405424978542
4020,0.382067928873
4033,0.360192729719
4041,0.395403454074
4045,0.848760299956
4052,0.394030613958
4055,0.345958580381
4056,0.381581017347
4057,0.37594374111
4067,0.925977657899
4069,0.474921103188
4077,0.383218960178
4094,0.392026681942
4095,0.366343592158
4100,0.426037311149
4119,0.362362953602
4130,0.670524485396
4131,0.396372023595
4132,0.680562259056
4134,0.611844575468
4137,0.721506009688
4138,0.362643432408
4143,0.282875711989
4145,0.353580438857
4148,0.334541093575
4163,0.21481081182
4166,0.346034304301
4169,0.746652181901
4170,0.450257901918
4174,0.357989685829
4180,0.294180365181
4199,0.928268126107
4201,0.423526201521
4203,0.372344737288
4210,0.0282948974624
4211,0.376589243092
4213,0.93865180046
4225,0.393808026907
4235,0.283047694082
4242,0.343960086537
4245,0.329873021504
4250,0.433775555996
4252,0.35131944598
4254,0.322924077292
4263,0.348137532409
4264,0.330969326116
4268,0.28110016192
4270,0.409381401814
4282,0.729861425198
4283,0.334895718682
4291,0.383296626591
4304,0.363000326175
4306,0.311892719609
4309,0.287822431185
4310,0.316230103393
4313,0.269808296674
4314,0.38353813255
4315,0.328442775718
4321,0.38328420884
4324,0.318900543167
4325,0.338683535083
4328,0.292129055907
4329,0.254513190798
4332,0.306846811201
4337,0.328558692943
4342,0.421644269971
4344,0.397376680596
4352,0.436618207784
4355,0.349454684357
4366,0.277124114337
4371,0.410200712938
4372,0.404401943776
4376,0.33015762833
4384,0.309035248574
4387,0.326226181135
4389,0.380741412237
4390,0.362457611424
4406,0.366565089174
4407,0.725968208531
4409,0.936220578971
4410,0.759652483388
4424,0.373478822261
4434,0.326800231446
4452,0.329569892061
4460,0.314205704323
4470,0.726957399952
4480,0.36979092242
4496,0.923943863156
4503,0.313959501101
4512,0.378904298799
4518,0.725867276404
4519,0.38348364227
4522,0.304716789213
4525,0.356338378342
4537,0.600074623387
4546,0.248911498183
4547,0.89396166582
4553,0.365124608606
4556,0.419699959718
4558,0.709442434264
4563,0.227873576838
4568,0.332958021931
4574,0.683726150668
4578,0.243421924309
4587,0.387558788798
4592,0.622501004237
4610,0.401429174833
4615,0.406294836754
4619,0.365566673361
4620,0.624766766325
4625,0.746245278057
4635,0.372443925356
4636,0.476397669009
4641,0.387113846618
4650,0.351176317038
4653,0.818260511769
4665,0.302039807803
4668,0.888619251738
4669,0.322329291279
4670,0.311236722891
4674,0.310972521354
4675,0.413132647965
4676,0.245638618427
4679,0.267639521092
4680,0.8200816723
4686,0.292793130199
4699,0.443485484361
4713,0.678848348963
4718,0.304716357776
4721,0.350191919437
4722,0.285502023246
4724,0.30872260786
4730,0.876703148945
4731,0.339813474012
4735,0.333615492202
4743,0.323899542692
4745,0.290855063155
4746,0.710344407038
4747,0.335775769778
4748,0.306425799841
4769,0.376702927487
4771,0.398499014795
4774,0.354759405439
4784,0.375419880981
4797,0.422538973017
4801,0.674747443141
4804,0.210254270393
4820,0.247077106899
4833,0.402556363543
4834,0.332997298955
4851,0.301618756903
4859,0.29682113276
4860,0.922425642719
4863,0.423475510586
4873,0.412756434136
4881,0.230971549119
4892,0.3338913519
4908,0.43595667689
4911,0.301916428054
4915,0.236548296615
4922,0.312161930936
4929,0.400827833716
4936,0.30299432304
4939,0.422025057333
4951,0.286506542274
4956,0.277845485825
4961,0.362992722885
4964,0.320092401363
4981,0.397548297693
4991,0.936034231371
4992,0.322503042164
4997,0.360618790264
5004,0.357425359056
5010,0.341638736799
5012,0.380777437191
5015,0.210748008049
5020,0.404857700687
5030,0.334046800592
5051,0.924677378468
5052,0.379156712544
5057,0.805051457645
5058,0.35397701504
5060,0.395580943067
5061,0.303449185237
5064,0.383138713602
5078,0.379597582347
5080,0.370539136352
5088,0.44389615444
5089,0.652127577366
5090,0.31273096908
5103,0.854690843402
5108,0.378160100545
5114,0.317613696764
5115,0.315171269727
5124,0.705632343676
5137,0.394014856134
5139,0.281121904292
5144,0.343030529257
5149,0.750412665013
5157,0.306325918353
5163,0.294470340479
5174,0.332230083156
5176,0.383183924153
5179,0.248404872899
5186,0.368617823137
5203,0.74804667039
5204,0.762806951091
5206,0.234162731386
5207,0.665414199488
5220,0.357704791181
5221,0.709161806658
5224,0.346391491905
5227,0.252910920502
5229,0.241357200662
5232,0.812806439599
5240,0.702839740062
5242,0.62515493357
5243,0.310193954763
5245,0.697458890397
5248,0.350966629041
5249,0.253322977499
5254,0.29237545438
5269,0.371838446034
5272,0.405082341571
5276,0.386803703355
5286,0.756036589974
5290,0.266701008152
5308,0.310505724218
5316,0.38416120085
5318,0.369261075749
5319,0.351733276916
5320,0.411301203891
5322,0.303772993371
5324,0.283036983017
5331,0.713065706441
5336,0.896091884615
5344,0.3430852519
5354,0.332642024347
5356,0.0216999569363
5358,0.312043982617
5361,0.396771202905
5365,0.731502167002
5370,0.602993183434
5376,0.335503852515
5383,0.403566042555
5384,0.357049025978
5385,0.379766522204
5393,0.76077253666
5397,0.302495315609
5398,0.373528600512
5402,0.374726753865
5407,0.648796886655
5409,0.389927285687
5425,0.333808733418
5428,0.682002702215
5430,0.357719148284
5442,0.360997253081
5447,0.344075644949
5470,0.363447672265
5485,0.309568450173
5493,0.293793143053
5502,0.669294400947
5504,0.386103338743
5517,0.236695244317
5522,0.36006481573
5527,0.774077456065
5528,0.270738304625
5536,0.681765398055
5545,0.252988703547
5576,0.32190685333
5577,0.297658650519
5592,0.267522061612
5594,0.261932632991
5595,0.382575502604
5596,0.320966572208
5599,0.454495907337
5606,0.380963743206
5617,0.342761610441
5625,0.693448858673
5626,0.285964771594
5627,0.725794387909
5642,0.71379200095
5659,0.926721077935
5664,0.775395042267
5666,0.736758647729
5671,0.335954628856
5674,0.39331622519
5677,0.622745648311
5681,0.375717891164
5683,0.023560222346
5700,0.311632480351
5713,0.430746868237
5715,0.416466697936
5718,0.393471452279
5726,0.630082191548
5738,0.369183913223
5741,0.710611592318
5743,0.794724429581
5753,0.346997129933
5761,0.2656931008
5789,0.632859891188
5797,0.409417600235
5803,0.343600646874
5810,0.435327151861
5813,0.371889011897
5817,0.316910367581
5818,0.315435163944
